variant	af	filter-pvalue	lrt-pvalue	beta	beta-std-err	variant_h2	notes
thiI-capA-group_735	1.29E-02	3.99E-01	9.86E-01	-6.25E-03	3.48E-01	1.45E-03	bad-chisq
group_467-group_722-group_1099	6.13E-01	1.48E-03	7.07E-01	3.88E-02	1.03E-01	3.05E-02	
group_462-group_722-group_1099	7.74E-02	4.60E-01	6.38E-01	8.03E-02	1.71E-01	3.80E-02	
group_1369-group_726-group_1333	1.29E-02	1.25E-02	7.98E-01	6.89E-02	2.69E-01	2.07E-02	bad-chisq
group_1135-group_726-group_1333	1.94E-02	7.20E-01	4.61E-01	-2.14E-01	2.89E-01	5.97E-02	bad-chisq
citX-oadA_2~~~oadA-citC	4.06E-01	1.82E-06	5.00E-01	2.20E-01	3.25E-01	5.45E-02	
trmFO-oadA_2~~~oadA-citC	5.81E-01	4.99E-06	9.02E-01	-2.45E-02	1.98E-01	1.00E-02	
group_599-group_738-group_1104	1.29E-02	1.25E-02	2.06E-01	5.12E-01	4.03E-01	1.02E-01	bad-chisq
group_591-group_738-group_1104	6.45E-02	9.64E-09	6.57E-02	5.30E-01	2.86E-01	1.48E-01	bad-chisq
group_572-group_738-group_1104	1.29E-02	1.25E-02	1.01E-01	5.55E-01	3.37E-01	1.32E-01	bad-chisq
group_574-group_738-group_1104	5.81E-02	8.69E-01	5.05E-01	-1.83E-01	2.73E-01	5.39E-02	
group_596-group_738-group_1104	6.13E-01	1.51E-05	9.72E-01	-6.75E-03	1.92E-01	2.84E-03	
group_578-group_738-group_1104	1.29E-02	3.99E-01	9.32E-01	3.48E-02	4.08E-01	6.90E-03	bad-chisq
group_336-group_738-group_1104	5.81E-02	3.35E-01	2.53E-01	-3.22E-01	2.80E-01	9.24E-02	bad-chisq
group_716-group_756-rplL	1.16E-01	6.82E-10	1.94E-02	4.62E-01	1.95E-01	1.88E-01	
group_716-group_756-group_721	8.84E-01	6.82E-10	1.94E-02	-4.62E-01	1.95E-01	1.88E-01	
nanA-group_758-group_1610	8.39E-02	5.84E-01	6.26E-01	-1.05E-01	2.14E-01	3.95E-02	
nanA-group_758-ugpE_2	9.16E-01	5.84E-01	6.26E-01	1.05E-01	2.14E-01	3.95E-02	
group_812-group_759-group_201	5.35E-01	2.15E-05	8.52E-01	-2.14E-02	1.14E-01	1.51E-02	
group_812-group_759-group_831	1.29E-02	4.17E-01	3.54E-01	-3.80E-01	4.08E-01	7.50E-02	bad-chisq
group_812-group_759-group_1278	7.74E-02	1.75E-01	3.17E-02	-3.99E-01	1.84E-01	1.73E-01	bad-chisq
whiA-group_761-adcA_2~~~adcA_1	4.13E-01	9.24E-05	9.88E-01	1.34E-03	8.65E-02	1.25E-03	
group_1233-group_761-adcA_2~~~adcA_1	4.45E-01	2.62E-02	2.92E-01	8.02E-02	7.58E-02	8.52E-02	
group_2170-group_762-group_1095	9.68E-02	4.04E-01	3.09E-02	-4.80E-01	2.20E-01	1.73E-01	
group_764-group_762-group_1095	4.52E-02	2.02E-06	4.37E-01	1.82E-01	2.34E-01	6.29E-02	bad-chisq
gph_1-gpmB-group_1745	2.58E-02	2.48E-01	2.69E-01	-3.89E-01	3.50E-01	8.93E-02	bad-chisq
gph_1-gpmB-ybaK	9.74E-01	2.48E-01	2.69E-01	3.89E-01	3.50E-01	8.93E-02	bad-chisq
era-rppH-group_539	9.81E-01	8.66E-02	5.18E-01	-1.81E-01	2.79E-01	5.23E-02	bad-chisq
era-rppH-group_2065	1.94E-02	8.66E-02	5.18E-01	1.81E-01	2.79E-01	5.23E-02	bad-chisq
group_852-group_764-group_2170	9.68E-02	4.04E-01	3.09E-02	-4.80E-01	2.20E-01	1.73E-01	
group_852-group_764-group_376	3.87E-02	1.55E-01	6.30E-02	-4.69E-01	2.51E-01	1.50E-01	bad-chisq
group_852-group_764-group_762	4.52E-02	2.02E-06	4.37E-01	1.82E-01	2.34E-01	6.29E-02	bad-chisq
rsmH-proA-proB_2~~~proB_1~~~proB	4.52E-02	5.20E-01	3.43E-01	-2.23E-01	2.34E-01	7.67E-02	bad-chisq
group_1799-proA-proB_2~~~proB_1~~~proB	9.55E-01	5.20E-01	3.43E-01	2.23E-01	2.34E-01	7.67E-02	bad-chisq
group_1071-group_775-group_2088	7.74E-02	1.50E-01	8.09E-01	-8.54E-02	3.52E-01	1.96E-02	
group_1071-group_775-group_465	3.87E-01	1.01E-02	2.46E-01	9.34E-02	8.03E-02	9.37E-02	
group_2088-group_775-group_1270	9.68E-02	2.89E-01	4.13E-02	-3.23E-01	1.57E-01	1.64E-01	
group_2088-group_775-group_1335	1.29E-02	3.99E-01	8.79E-01	5.09E-02	3.34E-01	1.23E-02	bad-chisq
uvrA-group_776-group_1233	2.58E-02	2.48E-01	2.59E-02	-4.18E-01	1.86E-01	1.79E-01	bad-chisq
uvrA-group_776-group_1108	2.58E-02	1.74E-02	1.71E-02	4.97E-01	2.06E-01	1.91E-01	bad-chisq
group_1765-group_779-group_1776	8.39E-02	5.81E-02	6.71E-01	1.23E-01	2.88E-01	3.44E-02	
group_1776-group_779-group_245	9.10E-01	2.01E-02	3.14E-01	-2.83E-01	2.80E-01	8.13E-02	
group_1588-group_782-group_1032	5.16E-02	4.17E-01	5.78E-01	-1.89E-01	3.40E-01	4.50E-02	bad-chisq
group_1359-group_794-group_1389	1.94E-02	7.20E-01	6.30E-01	-1.94E-01	4.01E-01	3.90E-02	bad-chisq
group_1359-group_794-group_80	1.94E-02	7.20E-01	6.30E-01	-1.94E-01	4.01E-01	3.90E-02	bad-chisq
group_1359-group_794-group_1860	1.94E-02	7.20E-01	6.30E-01	-1.94E-01	4.01E-01	3.90E-02	bad-chisq
group_1389-group_794-group_80	1.94E-02	7.20E-01	6.30E-01	-1.94E-01	4.01E-01	3.90E-02	bad-chisq
group_1389-group_794-group_385	1.29E-02	4.17E-01	3.54E-01	-3.80E-01	4.08E-01	7.50E-02	bad-chisq
group_1389-group_794-group_559	6.45E-02	6.77E-01	1.67E-02	-5.32E-01	2.20E-01	1.92E-01	
group_1389-group_794-group_1051	2.58E-02	2.30E-01	7.67E-01	-6.68E-02	2.25E-01	2.40E-02	bad-chisq
group_1389-group_794-group_1860	1.94E-02	7.20E-01	6.30E-01	-1.94E-01	4.01E-01	3.90E-02	bad-chisq
group_1389-group_794-group_534	3.23E-02	1.95E-01	2.27E-01	-3.39E-01	2.80E-01	9.76E-02	bad-chisq
group_80-group_794-group_1860	1.94E-02	7.20E-01	6.30E-01	-1.94E-01	4.01E-01	3.90E-02	bad-chisq
group_385-group_794-group_1051	1.29E-02	4.17E-01	3.54E-01	-3.80E-01	4.08E-01	7.50E-02	bad-chisq
group_385-group_794-group_534	1.29E-02	4.17E-01	3.54E-01	-3.80E-01	4.08E-01	7.50E-02	bad-chisq
group_1051-group_794-group_534	1.29E-02	4.17E-01	3.54E-01	-3.80E-01	4.08E-01	7.50E-02	bad-chisq
group_2181-group_1985-group_1120	2.58E-02	2.48E-01	2.69E-01	-3.89E-01	3.50E-01	8.93E-02	bad-chisq
group_1077-group_1985-group_1120	9.29E-01	9.40E-02	4.44E-01	-1.75E-01	2.27E-01	6.20E-02	
tmk-group_801-group_291	1.94E-01	2.81E-02	9.00E-01	-2.10E-02	1.68E-01	1.01E-02	
tmk-group_801-yabA	8.06E-01	2.81E-02	9.00E-01	2.10E-02	1.68E-01	1.01E-02	
group_1448-group_805-group_2013	2.00E-01	3.18E-02	7.27E-01	-2.89E-02	8.28E-02	2.82E-02	
group_1464-group_808-speC	1.29E-02	3.99E-01	7.23E-01	-1.08E-01	3.04E-01	2.87E-02	bad-chisq
group_1464-group_808-group_1233	5.81E-02	3.35E-01	4.08E-01	-2.08E-01	2.51E-01	6.69E-02	bad-chisq
speC-group_808-group_902	1.29E-02	3.99E-01	7.35E-01	1.09E-01	3.22E-01	2.74E-02	bad-chisq
group_1233-group_808-group_902	1.94E-02	2.15E-03	4.23E-02	5.68E-01	2.77E-01	1.63E-01	bad-chisq
sel26-group_808-group_902	2.32E-01	2.54E-03	5.39E-02	-1.62E-01	8.33E-02	1.55E-01	
group_902-group_808-group_1108	7.74E-02	1.50E-01	8.09E-01	-8.54E-02	3.52E-01	1.96E-02	
rpsD-group_810-group_1626	8.39E-02	9.00E-01	9.95E-02	3.12E-01	1.88E-01	1.33E-01	
group_1911-group_811-group_1467	5.81E-02	8.69E-01	8.33E-01	2.71E-02	1.29E-01	1.70E-02	
group_1467-group_811-group_1248	2.77E-01	2.89E-01	7.58E-01	2.29E-02	7.43E-02	2.49E-02	
group_1468-group_813-group_988	8.65E-01	1.37E-06	1.08E-01	-3.03E-01	1.87E-01	1.30E-01	
group_1468-group_813-group_987	7.74E-02	1.50E-01	3.79E-01	1.84E-01	2.09E-01	7.12E-02	
group_1535-group_824-group_1833	1.94E-02	3.19E-01	1.95E-01	-4.15E-01	3.19E-01	1.05E-01	bad-chisq
group_1568-group_827-group_825	9.03E-02	3.51E-01	2.91E-01	-2.35E-01	2.21E-01	8.54E-02	
group_1568-group_827-group_1059	1.03E-01	2.54E-08	9.11E-02	3.18E-01	1.87E-01	1.36E-01	
group_1576-group_830-group_1344	4.52E-02	1.23E-01	4.72E-03	-5.57E-01	1.94E-01	2.26E-01	bad-chisq
group_771-group_830-group_1344	5.16E-02	3.46E-07	2.12E-01	2.66E-01	2.12E-01	1.01E-01	bad-chisq
group_1593-group_831-group_2159	5.48E-01	2.59E-08	7.01E-04	-3.13E-01	9.05E-02	2.69E-01	
group_1593-group_831-group_759	1.29E-02	4.17E-01	3.54E-01	-3.80E-01	4.08E-01	7.50E-02	bad-chisq
group_1593-group_831-group_1274	1.29E-02	1.25E-02	1.09E-01	5.55E-01	3.45E-01	1.29E-01	bad-chisq
group_1593-group_832-group_2121	3.87E-02	6.09E-01	3.77E-01	-1.89E-01	2.13E-01	7.15E-02	bad-chisq
group_2121-group_832-group_1979	5.35E-01	7.80E-08	4.33E-03	-2.74E-01	9.47E-02	2.28E-01	
group_1599-group_833-group_62	3.23E-02	1.95E-01	3.87E-01	-1.37E-01	1.58E-01	6.99E-02	bad-chisq
group_1599-group_833-group_1140	2.65E-01	2.83E-03	5.29E-01	-5.24E-02	8.31E-02	5.10E-02	
group_1675-group_845-group_2063	3.87E-02	1.39E-01	8.08E-01	4.93E-02	2.03E-01	1.96E-02	bad-chisq
group_1675-group_845-group_2082	1.29E-02	3.99E-01	4.66E-01	2.49E-01	3.40E-01	5.90E-02	bad-chisq
group_1675-group_846-group_2116	7.10E-02	2.17E-01	3.43E-01	-2.46E-01	2.58E-01	7.67E-02	bad-chisq
group_1675-group_846-group_457	1.16E-01	2.31E-08	7.04E-02	3.38E-01	1.86E-01	1.46E-01	
group_1682-deoD_2-rlmD_1~~~rlmD_2	1.55E-01	1.08E-01	7.15E-01	-6.43E-02	1.76E-01	2.96E-02	
group_1682-deoD_2-group_1078	1.29E-02	4.17E-01	2.47E-01	-3.96E-01	3.41E-01	9.35E-02	bad-chisq
group_1682-deoD_2-group_1093	7.35E-01	4.09E-01	2.06E-01	2.23E-01	1.75E-01	1.02E-01	
group_1682-deoD_2-group_1132	1.29E-02	1.25E-02	1.85E-01	4.16E-01	3.12E-01	1.07E-01	bad-chisq
group_1682-deoD_2-group_1273	8.39E-02	1.41E-01	1.83E-01	-2.98E-01	2.23E-01	1.08E-01	bad-chisq
group_524-group_854-group_1709	3.23E-02	4.13E-01	7.70E-02	4.17E-01	2.34E-01	1.42E-01	bad-chisq
group_1709-group_854-group_533	6.13E-01	1.48E-03	7.07E-01	3.88E-02	1.03E-01	3.05E-02	
group_2077-group_855-group_1709	3.23E-02	4.13E-01	7.70E-02	4.17E-01	2.34E-01	1.42E-01	bad-chisq
group_1709-group_855-group_401	6.06E-01	5.46E-04	6.87E-01	-4.02E-02	9.97E-02	3.26E-02	
group_1747-group_857-group_1136	5.81E-02	1.52E-01	7.57E-01	6.64E-02	2.14E-01	2.51E-02	bad-chisq
group_1050-group_857-group_1136	1.42E-01	4.08E-04	3.63E-01	1.76E-01	1.93E-01	7.36E-02	
group_531-group_871-group_1761	2.58E-02	9.82E-01	8.88E-01	-3.30E-02	2.33E-01	1.14E-02	bad-chisq
group_531-group_871-group_1139	6.45E-02	2.70E-01	2.74E-01	-2.41E-01	2.20E-01	8.84E-02	bad-chisq
group_1113-group_871-group_1139	1.29E-02	3.99E-01	1.86E-01	3.86E-01	2.91E-01	1.07E-01	bad-chisq
group_918-group_869-group_1164	1.48E-01	1.10E-04	5.04E-01	-1.06E-01	1.59E-01	5.40E-02	
group_918-group_869-group_1228	5.16E-02	4.17E-01	5.78E-01	-1.89E-01	3.40E-01	4.50E-02	bad-chisq
group_1155-group_869-group_1164	1.29E-02	4.17E-01	3.54E-01	-3.80E-01	4.08E-01	7.50E-02	bad-chisq
group_1788-group_872-group_1140	5.35E-01	2.15E-05	8.70E-01	-1.88E-02	1.14E-01	1.33E-02	
group_939-group_872-group_1140	5.81E-02	1.30E-04	8.90E-01	-2.70E-02	1.95E-01	1.12E-02	
rpmG-group_874-cadC	9.87E-01	3.99E-01	9.12E-01	-3.67E-02	3.33E-01	8.93E-03	bad-chisq
group_1806-group_881-group_864	6.19E-01	1.43E-06	8.92E-01	-1.62E-02	1.19E-01	1.10E-02	
group_1806-group_881-group_1138	3.87E-02	6.48E-01	4.90E-02	-3.62E-01	1.83E-01	1.58E-01	bad-chisq
ftsL-rsmH-proA	4.52E-02	5.20E-01	3.43E-01	-2.23E-01	2.34E-01	7.67E-02	bad-chisq
ftsL-rsmH-group_991	7.55E-01	3.53E-06	7.59E-01	-5.53E-02	1.80E-01	2.49E-02	
ftsL-rsmH-group_1799	1.74E-01	3.22E-07	3.72E-01	1.65E-01	1.84E-01	7.22E-02	
group_1822-group_883-group_2176	4.06E-01	3.30E-04	6.08E-01	-3.85E-02	7.48E-02	4.16E-02	
group_1822-group_883-group_1882	1.23E-01	8.00E-03	6.54E-02	-1.71E-01	9.22E-02	1.48E-01	bad-chisq
group_1822-group_883-group_918	1.94E-02	3.19E-01	1.95E-01	-4.15E-01	3.19E-01	1.05E-01	bad-chisq
group_1827-group_1476-group_1368	5.81E-02	5.83E-08	1.29E-01	5.35E-01	3.51E-01	1.22E-01	bad-chisq
group_1827-group_1476-QRSL1	1.29E-02	3.99E-01	9.32E-01	3.48E-02	4.08E-01	6.90E-03	bad-chisq
QRSL1-group_1476-prmA	3.87E-02	1.44E-02	2.83E-01	2.57E-01	2.39E-01	8.68E-02	bad-chisq
menF-group_1476-prmA	2.58E-01	1.73E-01	4.89E-01	-1.27E-01	1.83E-01	5.60E-02	
prmA-group_1476-group_1182	3.87E-02	6.48E-01	3.87E-01	-2.40E-01	2.77E-01	7.00E-02	bad-chisq
group_1832-group_887-group_1267	1.94E-02	2.15E-03	7.22E-04	7.68E-01	2.23E-01	2.69E-01	bad-chisq
group_1832-group_887-group_1268	7.10E-02	4.99E-02	8.82E-03	-4.64E-01	1.75E-01	2.10E-01	bad-chisq
group_1832-group_887-group_1290	4.52E-02	5.20E-01	1.84E-01	-2.28E-01	1.71E-01	1.07E-01	bad-chisq
group_2016-group_893-group_1144	1.94E-02	3.19E-01	1.95E-01	-4.15E-01	3.19E-01	1.05E-01	bad-chisq
group_662-group_893-group_1144	3.23E-02	8.11E-01	7.60E-01	-5.69E-02	1.86E-01	2.48E-02	bad-chisq
group_1846-group_891-group_2131	1.29E-02	1.25E-02	1.09E-01	5.55E-01	3.45E-01	1.29E-01	bad-chisq
group_1846-group_891-group_2156	1.29E-02	4.17E-01	2.67E-02	-7.50E-01	3.35E-01	1.78E-01	bad-chisq
group_1846-group_891-group_61	1.29E-02	4.17E-01	3.54E-01	-3.80E-01	4.08E-01	7.50E-02	bad-chisq
group_1859-group_897-group_1263	7.74E-02	4.60E-01	3.83E-01	1.07E-01	1.22E-01	7.06E-02	
group_1859-group_897-group_1280	2.58E-02	3.77E-04	6.77E-01	9.16E-02	2.19E-01	3.37E-02	bad-chisq
group_2020-group_897-group_1263	1.29E-02	1.25E-02	1.84E-04	8.98E-01	2.34E-01	2.96E-01	bad-chisq
group_1263-group_897-group_1317	1.87E-01	3.44E-03	2.55E-01	-1.03E-01	8.97E-02	9.20E-02	bad-chisq
group_1874-group_900-group_1464	1.29E-02	1.25E-02	1.87E-01	4.25E-01	3.21E-01	1.06E-01	bad-chisq
group_1874-group_900-group_1156	1.94E-02	3.19E-01	4.44E-01	-2.89E-01	3.76E-01	6.19E-02	bad-chisq
group_1464-group_900-sel26_2	1.35E-01	1.85E-04	5.09E-01	-1.14E-01	1.72E-01	5.34E-02	
sel26_2-group_900-group_628	1.94E-02	3.19E-01	5.32E-01	-1.26E-01	2.01E-01	5.06E-02	bad-chisq
group_1894-group_902-pyrDA	6.58E-01	4.33E-01	2.17E-01	1.00E-01	8.07E-02	9.98E-02	
pyrDA-group_902-group_808	3.42E-01	4.33E-01	2.17E-01	-1.00E-01	8.07E-02	9.98E-02	
group_1934-group_904-group_1205	2.58E-02	9.82E-01	1.89E-01	3.51E-01	2.66E-01	1.06E-01	bad-chisq
group_1893-group_904-group_1205	6.06E-01	5.46E-04	6.87E-01	-4.02E-02	9.97E-02	3.26E-02	
group_918-group_910-group_1149	1.94E-02	3.19E-01	1.95E-01	-4.15E-01	3.19E-01	1.05E-01	bad-chisq
group_1150-group_910-group_1149	1.94E-02	3.19E-01	9.87E-02	-4.57E-01	2.75E-01	1.33E-01	bad-chisq
group_1150-group_910-group_1341	1.94E-02	7.20E-01	2.66E-01	-3.14E-01	2.82E-01	8.99E-02	bad-chisq
group_1907-group_913-group_1293	1.29E-02	4.17E-01	1.91E-01	-3.93E-01	2.99E-01	1.06E-01	bad-chisq
group_1988-group_913-group_1467	2.45E-01	5.68E-01	2.90E-01	8.36E-02	7.88E-02	8.55E-02	
group_1467-group_913-group_1293	7.10E-02	2.17E-01	2.47E-01	-1.57E-01	1.35E-01	9.35E-02	bad-chisq
group_1965-group_918-group_869	1.55E-01	5.65E-01	9.22E-02	-3.07E-01	1.81E-01	1.36E-01	
group_869-group_918-group_955	4.52E-02	2.02E-06	4.37E-01	1.82E-01	2.34E-01	6.29E-02	bad-chisq
group_883-group_918-group_910	1.94E-02	3.19E-01	1.95E-01	-4.15E-01	3.19E-01	1.05E-01	bad-chisq
group_2005-group_921-group_308	3.87E-02	1.55E-01	5.27E-02	-4.86E-01	2.49E-01	1.56E-01	bad-chisq
group_2005-group_921-sel26_2	1.42E-01	4.08E-04	3.03E-01	-1.70E-01	1.64E-01	8.33E-02	
group_1798-group_923-group_1303	1.87E-01	3.44E-03	9.79E-02	-1.42E-01	8.54E-02	1.33E-01	bad-chisq
group_1263-group_923-group_1303	1.29E-02	1.25E-02	1.84E-04	8.98E-01	2.34E-01	2.96E-01	bad-chisq
group_2026-group_926-group_1287	1.29E-02	3.99E-01	9.63E-01	1.62E-02	3.45E-01	3.79E-03	bad-chisq
group_2026-group_926-lexA	6.45E-02	2.70E-01	2.74E-01	-2.41E-01	2.20E-01	8.84E-02	bad-chisq
group_2049-group_927-group_1438	1.29E-02	3.99E-01	9.63E-01	1.62E-02	3.45E-01	3.79E-03	bad-chisq
group_1998-group_927-group_2060	2.58E-02	2.48E-01	2.59E-02	-4.18E-01	1.86E-01	1.79E-01	bad-chisq
group_2054-group_930-group_1141	1.03E-01	1.23E-02	3.74E-01	1.94E-01	2.18E-01	7.18E-02	
group_2180-group_930-group_1141	4.52E-02	2.02E-06	4.37E-01	1.82E-01	2.34E-01	6.29E-02	bad-chisq
group_2066-group_931-group_1594	1.29E-02	1.25E-02	1.09E-01	5.55E-01	3.45E-01	1.29E-01	bad-chisq
group_2066-group_931-group_1405	7.74E-02	5.10E-01	2.80E-01	-2.00E-01	1.85E-01	8.73E-02	
group_2072-group_933-group_1919	7.74E-02	1.50E-01	8.09E-01	-8.54E-02	3.52E-01	1.96E-02	
group_2072-group_933-group_1948	4.52E-02	7.99E-01	3.96E-01	1.21E-01	1.42E-01	6.87E-02	bad-chisq
group_2072-group_933-group_564	7.10E-02	6.12E-01	7.88E-01	-3.68E-02	1.37E-01	2.17E-02	
group_2070-group_941-group_1021	2.58E-02	9.82E-01	8.04E-02	-4.86E-01	2.76E-01	1.41E-01	bad-chisq
group_463-group_941-group_1021	6.00E-01	1.88E-04	3.33E-01	-9.97E-02	1.03E-01	7.83E-02	
group_872-group_939-group_940	5.16E-02	2.12E-05	8.49E-01	4.04E-02	2.12E-01	1.54E-02	bad-chisq
group_1546-group_939-group_1269	6.45E-02	5.28E-02	1.41E-01	3.30E-01	2.23E-01	1.19E-01	bad-chisq
group_609-group_940-group_939	5.16E-02	2.12E-05	6.35E-01	9.21E-02	1.94E-01	3.84E-02	bad-chisq
group_609-group_940-group_1269	6.45E-02	2.70E-01	8.55E-01	-2.16E-02	1.18E-01	1.48E-02	bad-chisq
group_1031-group_940-group_1269	1.29E-02	4.17E-01	1.91E-01	-3.93E-01	2.99E-01	1.06E-01	bad-chisq
group_1312-group_943-group_2141	1.94E-02	7.20E-01	6.30E-01	-1.94E-01	4.01E-01	3.90E-02	bad-chisq
group_2141-group_943-group_513	9.68E-01	4.13E-01	6.57E-01	1.20E-01	2.71E-01	3.59E-02	bad-chisq
group_2167-group_946-group_915	5.16E-02	4.17E-01	5.78E-01	-1.89E-01	3.40E-01	4.50E-02	bad-chisq
group_2171-group_947-group_2033	1.29E-02	1.25E-02	1.10E-01	5.33E-01	3.32E-01	1.29E-01	bad-chisq
group_2171-group_947-group_1356	5.81E-02	5.83E-08	1.29E-01	5.35E-01	3.51E-01	1.22E-01	bad-chisq
group_2205-group_949-group_478	7.10E-02	2.17E-01	2.49E-01	-1.33E-01	1.15E-01	9.32E-02	bad-chisq
group_478-group_949-group_1394	1.29E-02	1.25E-02	1.87E-01	4.25E-01	3.21E-01	1.06E-01	bad-chisq
group_478-group_949-group_2052	5.81E-02	5.83E-08	1.29E-01	5.35E-01	3.51E-01	1.22E-01	bad-chisq
group_588-group_949-group_959	1.94E-02	3.19E-01	1.04E-02	-7.23E-01	2.79E-01	2.05E-01	bad-chisq
group_2186-group_949-group_2052	1.29E-02	1.25E-02	1.10E-01	5.33E-01	3.32E-01	1.29E-01	bad-chisq
group_1533-group_949-group_959	3.23E-02	4.13E-01	8.30E-01	4.40E-02	2.04E-01	1.74E-02	bad-chisq
group_1545-group_949-group_959	2.58E-02	9.82E-01	1.89E-01	3.51E-01	2.66E-01	1.06E-01	bad-chisq
group_51-group_951-group_1895	1.29E-02	4.17E-01	2.47E-02	-7.70E-01	3.39E-01	1.80E-01	bad-chisq
group_1895-group_951-group_600	7.74E-02	1.50E-01	8.09E-01	-8.54E-02	3.52E-01	1.96E-02	
group_1895-group_951-group_1153	3.35E-01	7.62E-03	5.99E-01	-4.22E-02	8.00E-02	4.26E-02	
group_75-group_951-group_1153	1.29E-02	3.99E-01	4.66E-01	2.49E-01	3.40E-01	5.90E-02	bad-chisq
group_953-group_951-group_1153	1.87E-01	1.44E-02	3.86E-01	-7.77E-02	8.93E-02	7.02E-02	
group_56-group_953-group_57	1.29E-02	4.17E-01	3.54E-01	-3.80E-01	4.08E-01	7.50E-02	bad-chisq
group_56-group_953-group_64	1.94E-02	7.20E-01	4.61E-01	-2.14E-01	2.89E-01	5.97E-02	bad-chisq
group_56-group_953-group_951	1.87E-01	1.44E-02	3.86E-01	-7.77E-02	8.93E-02	7.02E-02	
group_56-group_953-group_961	1.29E-02	4.17E-01	3.54E-01	-3.80E-01	4.08E-01	7.50E-02	bad-chisq
group_56-group_953-group_1060	3.87E-02	6.48E-01	8.53E-01	3.70E-02	1.99E-01	1.50E-02	bad-chisq
group_57-group_953-group_961	1.29E-02	4.17E-01	3.54E-01	-3.80E-01	4.08E-01	7.50E-02	bad-chisq
group_57-group_953-group_1060	3.23E-02	6.08E-02	2.82E-03	5.72E-01	1.88E-01	2.38E-01	bad-chisq
group_961-group_953-group_1060	1.29E-02	4.17E-01	3.54E-01	-3.80E-01	4.08E-01	7.50E-02	bad-chisq
group_2126-group_954-group_62	1.94E-02	7.20E-01	9.33E-01	2.65E-02	3.17E-01	6.77E-03	bad-chisq
group_62-group_954-group_1342	1.81E-01	8.64E-04	6.36E-02	-1.68E-01	8.97E-02	1.49E-01	bad-chisq
group_1140-group_954-group_1342	4.52E-02	2.02E-06	4.37E-01	1.82E-01	2.34E-01	6.29E-02	bad-chisq
group_1254-group_954-group_1342	1.29E-02	3.99E-01	7.68E-01	9.86E-02	3.34E-01	2.38E-02	bad-chisq
group_62-group_955-group_1155	1.29E-02	4.17E-01	3.54E-01	-3.80E-01	4.08E-01	7.50E-02	bad-chisq
group_918-group_955-group_1149	4.52E-02	2.02E-06	4.37E-01	1.82E-01	2.34E-01	6.29E-02	bad-chisq
group_64-group_956-group_1305	1.94E-02	7.20E-01	4.61E-01	-2.14E-01	2.89E-01	5.97E-02	bad-chisq
group_961-group_956-group_1206	1.94E-02	3.19E-01	1.76E-01	-4.73E-01	3.47E-01	1.09E-01	bad-chisq
group_961-group_956-group_1305	1.29E-02	1.25E-02	7.98E-01	6.89E-02	2.69E-01	2.07E-02	bad-chisq
group_1061-group_956-group_1332	1.29E-02	4.17E-01	1.91E-01	-3.93E-01	2.99E-01	1.06E-01	bad-chisq
group_1206-group_956-group_1332	5.81E-02	1.52E-01	2.14E-01	1.61E-01	1.29E-01	1.00E-01	bad-chisq
group_66-group_957-group_479	1.61E-01	9.22E-03	1.65E-01	-1.28E-01	9.21E-02	1.12E-01	bad-chisq
group_66-group_957-group_1060	1.94E-02	8.66E-02	6.06E-02	4.65E-01	2.46E-01	1.51E-01	bad-chisq
group_58-group_959-group_949	3.23E-02	1.95E-01	5.18E-04	-7.56E-01	2.13E-01	2.76E-01	bad-chisq
group_66-group_959-group_949	2.58E-02	2.30E-01	1.56E-01	3.14E-01	2.20E-01	1.15E-01	bad-chisq
group_949-group_959-group_56	2.58E-02	9.82E-01	1.89E-01	3.51E-01	2.66E-01	1.06E-01	bad-chisq
group_76-group_961-group_956	6.45E-02	6.46E-07	4.47E-01	2.17E-01	2.85E-01	6.15E-02	bad-chisq
group_76-group_961-group_1173	2.58E-02	2.48E-01	2.59E-02	-4.18E-01	1.86E-01	1.79E-01	bad-chisq
group_956-group_961-group_953	1.29E-02	4.17E-01	3.54E-01	-3.80E-01	4.08E-01	7.50E-02	bad-chisq
group_65-group_961-group_1173	1.94E-02	3.19E-01	1.04E-02	-7.23E-01	2.79E-01	2.05E-01	bad-chisq
group_102-group_964-group_484	9.42E-01	2.57E-02	5.63E-01	-1.35E-01	2.34E-01	4.68E-02	bad-chisq
group_102-group_964-group_965	5.16E-02	1.03E-02	2.81E-01	2.85E-01	2.64E-01	8.72E-02	bad-chisq
group_485-group_965-group_964	3.23E-02	3.37E-03	1.40E-01	4.11E-01	2.77E-01	1.19E-01	bad-chisq
group_535-group_965-group_964	1.94E-02	7.20E-01	6.30E-01	-1.94E-01	4.01E-01	3.90E-02	bad-chisq
group_109-group_972-group_1175	1.29E-02	4.17E-01	2.79E-01	-3.15E-01	2.90E-01	8.75E-02	bad-chisq
group_109-group_972-group_1211	1.29E-02	4.17E-01	1.81E-01	-4.59E-01	3.42E-01	1.08E-01	bad-chisq
pheS-pheT-group_628	9.81E-01	3.19E-01	5.32E-01	1.26E-01	2.01E-01	5.06E-02	bad-chisq
pheS-pheT-group_388	1.94E-02	3.19E-01	5.32E-01	-1.26E-01	2.01E-01	5.06E-02	bad-chisq
resA-msrB_1~~~msrB_2-group_388	1.94E-02	3.19E-01	4.44E-01	-2.89E-01	3.76E-01	6.19E-02	bad-chisq
